00:14:bf:eb:81:5d,00:22:b0:68:05:36,02:2c:2c:36:bb:34,20:c9:d0:aa:22:68,20:c9:d0:aa:22:69,22:e2:30:f4:40:5d,34:fc:b9:ee:20:20,34:fc:b9:ee:20:21,34:fc:b9:ee:da:a0,34:fc:b9:ee:da:a1,34:fc:b9:ee:da:b0,34:fc:b9:ee:da:b1,38:72:c0:47:8a:af,38:d5:47:73:ef:f8,38:d5:47:73:ef:fc,40:b0:34:b2:2c:a2,40:e3:d6:b1:b2:c0,40:e3:d6:b1:b2:c1,40:e3:d6:b1:b2:d0,40:e3:d6:b1:b2:d1,40:e3:d6:b2:47:40,40:e3:d6:b2:47:41,40:e3:d6:b2:47:50,40:e3:d6:b2:47:51,40:e3:d6:b2:49:a0,40:e3:d6:b2:49:a1,40:e3:d6:b2:49:b0,40:e3:d6:b2:49:b1,40:e3:d6:b2:4d:40,40:e3:d6:b2:4d:41,40:e3:d6:b2:4d:50,40:e3:d6:b2:4d:51,40:e3:d6:b2:54:20,40:e3:d6:b2:54:21,40:e3:d6:b2:54:23,40:e3:d6:b2:54:30,40:e3:d6:b2:54:31,40:e3:d6:b2:54:33,54:b8:0a:12:e7:ae,60:e3:27:be:73:bc,6a:14:01:38:a9:9f,90:94:e4:3d:43:98,_id,a8:bd:27:6a:a5:c0,a8:bd:27:6a:a5:c1,a8:bd:27:6a:a5:d0,a8:bd:27:6a:a5:d1,a8:bd:27:6a:a8:e0,a8:bd:27:6a:a8:e1,a8:bd:27:6a:a8:f0,a8:bd:27:6a:a8:f1,a8:bd:27:6a:b5:40,a8:bd:27:6a:b5:41,a8:bd:27:6a:b5:50,a8:bd:27:6a:b5:51,a8:bd:27:6a:c1:c0,a8:bd:27:6a:c1:c1,a8:bd:27:6a:c1:d0,a8:bd:27:6a:c1:d1,a8:bd:27:6a:c6:60,a8:bd:27:6a:c6:61,a8:bd:27:6a:c6:70,a8:bd:27:6a:c6:71,ac:a3:1e:df:0a:60,ac:a3:1e:df:0a:61,ac:a3:1e:df:0a:70,ac:a3:1e:df:0a:71,ac:a3:1e:df:3b:40,ac:a3:1e:df:3b:41,ac:a3:1e:df:43:20,ac:a3:1e:df:43:21,ac:a3:1e:df:43:30,ac:a3:1e:df:43:31,ac:a3:1e:df:46:20,ac:a3:1e:df:46:21,e4:8d:8c:9d:a2:ca,f4:f2:6d:c4:fc:72,lat,lng,waypoint_id
-76.0,-87.0,,-86,-76,-83.0,,,-81.0,-81.0,-65.0,-65.0,,,-89.0,,,,,,-53.0,-52.0,-53,,,,,,-71.0,-75.0,-62.0,-62.0,-85.0,-86.0,-84.0,-76.0,,-78.0,,-73.0,,-86.0,5af9b33f1a6fb40ea5949fa4,,,,,-88.0,-87.0,-75.0,-74.0,,,,,-73.0,-80.0,-68.0,,-75.0,-74.0,-74,-74,-81.0,-77.0,,,,,,,,,,,-86.0,-68,39.479038000515125,-6.3421569764614105,5af9b3351a6fb40ea5949f9d
-76.0,-87.0,,-86,-76,-83.0,,,-81.0,-81.0,-65.0,-65.0,,,-89.0,,,,,,-53.0,-52.0,-53,,,,,,-71.0,-75.0,-62.0,-62.0,-85.0,-86.0,-84.0,-76.0,,-78.0,,-73.0,,-86.0,5af9b3401a6fb40ea5949fa5,,,,,-88.0,-87.0,-75.0,-74.0,,,,,-73.0,-80.0,-68.0,,-75.0,-74.0,-74,-74,-81.0,-77.0,,,,,,,,,,,-86.0,-68,39.479038000515125,-6.3421569764614105,5af9b3351a6fb40ea5949f9d
-76.0,-87.0,,-86,-76,-83.0,,,-81.0,-81.0,-65.0,-65.0,,,-89.0,,,,,,-53.0,-52.0,-53,,,,,,-71.0,-75.0,-62.0,-62.0,-85.0,-86.0,-84.0,-76.0,,-78.0,,-73.0,,-86.0,5af9b3421a6fb40ea5949fa6,,,,,-88.0,-87.0,-75.0,-74.0,,,,,-73.0,-80.0,-68.0,,-75.0,-74.0,-74,-74,-81.0,-77.0,,,,,,,,,,,-86.0,-68,39.479038000515125,-6.3421569764614105,5af9b3351a6fb40ea5949f9d
-77.0,-87.0,,-81,-76,-83.0,,,-81.0,-81.0,-64.0,-64.0,,,-89.0,,,,,,-53.0,-52.0,-53,,,,,,-75.0,-75.0,-64.0,-64.0,-85.0,-86.0,-83.0,-79.0,,-79.0,,-71.0,-90.0,-86.0,5af9b3441a6fb40ea5949fa7,,,,,-88.0,-87.0,-75.0,-74.0,,,,,,-80.0,-68.0,,-75.0,-74.0,-74,-75,-81.0,,,,,,,,,,,,-86.0,-67,39.479038000515125,-6.3421569764614105,5af9b3351a6fb40ea5949f9d
-77.0,-87.0,,-81,-76,-83.0,,,-81.0,-81.0,-64.0,-64.0,,,-89.0,,,,,,-53.0,-52.0,-53,,,,,,-75.0,-75.0,-64.0,-64.0,-85.0,-86.0,-83.0,-79.0,,-79.0,,-71.0,-90.0,-86.0,5af9b3451a6fb40ea5949fa8,,,,,-88.0,-87.0,-75.0,-74.0,,,,,,-80.0,-68.0,,-75.0,-74.0,-74,-75,-81.0,,,,,,,,,,,,-86.0,-67,39.479038000515125,-6.3421569764614105,5af9b3351a6fb40ea5949f9d
-77.0,-87.0,,-82,-76,-85.0,,,-81.0,-81.0,-66.0,-66.0,,,-89.0,,,,,,-50.0,-52.0,-52,,,,,,-75.0,-74.0,-66.0,-66.0,-85.0,-86.0,-83.0,-79.0,,-79.0,,-71.0,-90.0,-88.0,5af9b3471a6fb40ea5949fa9,,,,,-88.0,-87.0,-75.0,-74.0,,,,,,-80.0,-68.0,,-75.0,-74.0,-71,-71,-81.0,,,,,,,,,,,,-86.0,-71,39.479038000515125,-6.3421569764614105,5af9b3351a6fb40ea5949f9d
-77.0,-87.0,,-82,-76,-85.0,,,-81.0,-81.0,-66.0,-66.0,,,-89.0,,,,,,-50.0,-52.0,-52,,,,,,-75.0,-74.0,-66.0,-66.0,-85.0,-86.0,-83.0,-79.0,,-79.0,,-71.0,-90.0,-88.0,5af9b3471a6fb40ea5949faa,,,,,-88.0,-87.0,-75.0,-74.0,,,,,,-80.0,-68.0,,-75.0,-74.0,-71,-71,-81.0,,,,,,,,,,,,-86.0,-71,39.479038000515125,-6.3421569764614105,5af9b3351a6fb40ea5949f9d
-77.0,-87.0,,-82,-76,-85.0,,,-81.0,-81.0,-66.0,-66.0,,,-89.0,,,,,,-50.0,-52.0,-52,,,,,,-75.0,-74.0,-66.0,-66.0,-85.0,-86.0,-83.0,-79.0,,-79.0,,-71.0,-90.0,-88.0,5af9b3481a6fb40ea5949fab,,,,,-88.0,-87.0,-75.0,-74.0,,,,,,-80.0,-68.0,,-75.0,-74.0,-71,-71,-81.0,,,,,,,,,,,,-86.0,-71,39.479038000515125,-6.3421569764614105,5af9b3351a6fb40ea5949f9d
-77.0,-87.0,,-82,-76,-85.0,,,-81.0,-81.0,-66.0,-66.0,,,-89.0,,,,,,-50.0,-52.0,-52,,,,,,-75.0,-74.0,-66.0,-66.0,-85.0,-86.0,-83.0,-79.0,,-79.0,,-71.0,-90.0,-88.0,5af9b3491a6fb40ea5949fac,,,,,-88.0,-87.0,-75.0,-74.0,,,,,,-80.0,-68.0,,-75.0,-74.0,-71,-71,-81.0,,,,,,,,,,,,-86.0,-71,39.479038000515125,-6.3421569764614105,5af9b3351a6fb40ea5949f9d
-75.0,-87.0,,-83,-80,-82.0,,,,-79.0,-66.0,-66.0,,,-87.0,,,,,,-49.0,,-52,,,,,,-71.0,-70.0,-65.0,-65.0,,,-83.0,-79.0,,-79.0,,-67.0,-90.0,-88.0,5af9b34a1a6fb40ea5949fad,,,,,-83.0,,-75.0,-74.0,,,,,-82.0,-82.0,-68.0,,-75.0,,-73,-73,-82.0,-83.0,,,,,,,,,,,-86.0,-67,39.479038000515125,-6.3421569764614105,5af9b3351a6fb40ea5949f9d
-75.0,-87.0,,-83,-80,-82.0,,,,-79.0,-66.0,-66.0,,,-87.0,,,,,,-49.0,,-52,,,,,,-71.0,-70.0,-65.0,-65.0,,,-83.0,-79.0,,-79.0,,-67.0,-90.0,-88.0,5af9b34b1a6fb40ea5949fae,,,,,-83.0,,-75.0,-74.0,,,,,-82.0,-82.0,-68.0,,-75.0,,-73,-73,-82.0,-83.0,,,,,,,,,,,-86.0,-67,39.479038000515125,-6.3421569764614105,5af9b3351a6fb40ea5949f9d
-75.0,-87.0,,-83,-80,-82.0,,,,-79.0,-66.0,-66.0,,,-87.0,,,,,,-49.0,,-52,,,,,,-71.0,-70.0,-65.0,-65.0,,,-83.0,-79.0,,-79.0,,-67.0,-90.0,-88.0,5af9b34c1a6fb40ea5949faf,,,,,-83.0,,-75.0,-74.0,,,,,-82.0,-82.0,-68.0,,-75.0,,-73,-73,-82.0,-83.0,,,,,,,,,,,-86.0,-67,39.479038000515125,-6.3421569764614105,5af9b3351a6fb40ea5949f9d
-85.0,-77.0,,-91,-75,-81.0,,,-74.0,-75.0,-62.0,-62.0,,,-80.0,,,,-80.0,-80.0,-53.0,-54.0,-49,,-85.0,-84.0,,,-64.0,-65.0,-71.0,-71.0,-78.0,,-78.0,,,-74.0,,-53.0,,-83.0,5af9b3611a6fb40ea5949fb1,,,,,-81.0,-82.0,,,,,,,-81.0,-83.0,-63.0,-63.0,-65.0,-74.0,-71,-71,-68.0,-69.0,,,,,,,,,,-92.0,-81.0,-89,39.47917593294725,-6.342101655900478,5af9b3611a6fb40ea5949fb0
-84.0,-77.0,,-89,-85,,,,-74.0,-75.0,-66.0,-66.0,,-84.0,-80.0,,-90.0,,-86.0,-86.0,-57.0,-54.0,-52,,,,,,-64.0,-65.0,-68.0,-68.0,-69.0,,-69.0,,,-73.0,,-55.0,,-83.0,5af9b3631a6fb40ea5949fb2,,,,,-84.0,,,,,,,,-81.0,-83.0,-73.0,-73.0,-65.0,-87.0,-74,-74,-72.0,-69.0,,,,,,,,,,-92.0,-87.0,-90,39.47917593294725,-6.342101655900478,5af9b3611a6fb40ea5949fb0
-84.0,-77.0,,-89,-85,,,,-74.0,-75.0,-66.0,-66.0,,-84.0,-80.0,,-90.0,,-86.0,-86.0,-57.0,-54.0,-52,,,,,,-64.0,-65.0,-68.0,-68.0,-69.0,,-69.0,,,-73.0,,-55.0,,-83.0,5af9b3641a6fb40ea5949fb3,,,,,-84.0,,,,,,,,-81.0,-83.0,-73.0,-73.0,-65.0,-87.0,-74,-74,-72.0,-69.0,,,,,,,,,,-92.0,-87.0,-90,39.47917593294725,-6.342101655900478,5af9b3611a6fb40ea5949fb0
-87.0,,,-92,-83,,,,-73.0,-73.0,-68.0,-68.0,-90.0,-84.0,-81.0,,-90.0,,-86.0,-86.0,-66.0,-65.0,-50,,,,,,,,-66.0,-66.0,-69.0,,-69.0,,,-73.0,,-55.0,,,5af9b3691a6fb40ea5949fb4,,,,,-84.0,,,,,,,,-85.0,-87.0,-73.0,-73.0,-65.0,-79.0,-72,-73,-67.0,-66.0,-65.0,,,,,,,,,-92.0,-87.0,-88,39.47917593294725,-6.342101655900478,5af9b3611a6fb40ea5949fb0
-82.0,,,-92,-83,,,,-68.0,-73.0,-68.0,-68.0,-90.0,-84.0,-84.0,,-90.0,,-86.0,-86.0,-70.0,-70.0,-53,,,,,,,,-67.0,-67.0,-75.0,-75.0,-71.0,,,-76.0,,-55.0,,,5af9b36a1a6fb40ea5949fb5,,,,,-80.0,-81.0,,,,,,,-81.0,-87.0,-73.0,-73.0,-82.0,-81.0,-73,-73,-67.0,-66.0,-65.0,,,,,,,,,,-87.0,-88,39.47917593294725,-6.342101655900478,5af9b3611a6fb40ea5949fb0
-82.0,,,-92,-83,,,,-68.0,-73.0,-68.0,-68.0,-90.0,-84.0,-84.0,,-90.0,,-86.0,-86.0,-70.0,-70.0,-53,,,,,,,,-67.0,-67.0,-75.0,-75.0,-71.0,,,-76.0,,-55.0,,,5af9b36c1a6fb40ea5949fb6,,,,,-80.0,-81.0,,,,,,,-81.0,-87.0,-73.0,-73.0,-82.0,-81.0,-73,-73,-67.0,-66.0,-65.0,,,,,,,,,,-87.0,-88,39.47917593294725,-6.342101655900478,5af9b3611a6fb40ea5949fb0
-80.0,,,-89,-83,,,,-68.0,-73.0,-68.0,-68.0,-90.0,-90.0,-82.0,,-90.0,,-86.0,-86.0,-58.0,-70.0,-52,,,,,,,,-66.0,-66.0,-81.0,-79.0,-80.0,,,-75.0,,-57.0,,,5af9b36c1a6fb40ea5949fb7,,,,,-80.0,-81.0,,,,,,,-81.0,-87.0,-77.0,-77.0,-77.0,-77.0,-73,-73,-67.0,-66.0,-65.0,,,,,,,,,,-87.0,-90,39.47917593294725,-6.342101655900478,5af9b3611a6fb40ea5949fb0
-80.0,,,-89,-83,,,,-68.0,-73.0,-68.0,-68.0,-90.0,-90.0,-82.0,,-90.0,,-86.0,-86.0,-58.0,-70.0,-52,,,,,,,,-66.0,-66.0,-81.0,-79.0,-80.0,,,-75.0,,-57.0,,,5af9b36e1a6fb40ea5949fb8,,,,,-80.0,-81.0,,,,,,,-81.0,-87.0,-77.0,-77.0,-77.0,-77.0,-73,-73,-67.0,-66.0,-65.0,,,,,,,,,,-87.0,-90,39.47917593294725,-6.342101655900478,5af9b3611a6fb40ea5949fb0
-80.0,,,-89,-83,,,,-68.0,-73.0,-68.0,-68.0,-90.0,-90.0,-82.0,,-90.0,,-86.0,-86.0,-58.0,-70.0,-52,,,,,,,,-66.0,-66.0,-81.0,-79.0,-80.0,,,-75.0,,-57.0,,,5af9b36f1a6fb40ea5949fb9,,,,,-80.0,-81.0,,,,,,,-81.0,-87.0,-77.0,-77.0,-77.0,-77.0,-73,-73,-67.0,-66.0,-65.0,,,,,,,,,,-87.0,-90,39.47917593294725,-6.342101655900478,5af9b3611a6fb40ea5949fb0
-80.0,,,-88,-83,,,,-68.0,-73.0,-64.0,-64.0,-90.0,-90.0,-84.0,,-90.0,,,,-61.0,-70.0,-52,,,,,,,,-68.0,-69.0,-83.0,-83.0,-80.0,,,-77.0,,-57.0,,,5af9b3701a6fb40ea5949fba,,,,,-80.0,-84.0,,,,,,,-81.0,-87.0,-77.0,-77.0,-74.0,-77.0,-74,-73,-67.0,-66.0,-65.0,,,,,,,,,,-87.0,-92,39.47917593294725,-6.342101655900478,5af9b3611a6fb40ea5949fb0
-80.0,,,-88,-83,,,,-68.0,-73.0,-64.0,-64.0,-90.0,-90.0,-84.0,,-90.0,,,,-61.0,-70.0,-52,,,,,,,,-68.0,-69.0,-83.0,-83.0,-80.0,,,-77.0,,-57.0,,,5af9b3711a6fb40ea5949fbb,,,,,-80.0,-84.0,,,,,,,-81.0,-87.0,-77.0,-77.0,-74.0,-77.0,-74,-73,-67.0,-66.0,-65.0,,,,,,,,,,-87.0,-92,39.47917593294725,-6.342101655900478,5af9b3611a6fb40ea5949fb0
-78.0,-82.0,,-83,-75,-90.0,,,-78.0,-78.0,-64.0,-64.0,-91.0,,-86.0,,,,,,-59.0,-60.0,-54,,-93.0,-92.0,-86.0,-85.0,-77.0,-76.0,-71.0,-71.0,,,-82.0,-85.0,-85.0,-84.0,,-77.0,-89.0,,5af9b4cb1a6fb44971564e68,,,,,,,-75.0,-75.0,,,,,-73.0,-73.0,-69.0,-69.0,,,-78,-78,-87.0,-88.0,-85.0,-86.0,,,,,,,,,-87.0,-79,39.479004875987854,-6.342060416936874,5af9b25d1a6fb40ea5949f46
-83.0,,,-87,-85,,,,,-77.0,-69.0,-69.0,,,-83.0,,,,,,-71.0,-64.0,-50,,,,-82.0,,-79.0,-80.0,-65.0,-65.0,-77.0,,-76.0,-76.0,-76.0,-74.0,,-63.0,-85.0,-91.0,5af9b4e81a6fb44971564e69,,,,,-72.0,,-75.0,-76.0,,,,,-76.0,-75.0,-66.0,,-69.0,,-67,-67,-75.0,-78.0,-64.0,-60.0,,,,,,,,,-81.0,-83,39.47917593294725,-6.342101655900478,5af9b3611a6fb40ea5949fb0
-84.0,-87.0,,-93,-82,,,,-79.0,-79.0,-70.0,-70.0,,,-83.0,,,,,,-71.0,-64.0,-48,,,,-84.0,,-78.0,-77.0,-63.0,-65.0,-76.0,,-76.0,-76.0,-76.0,-77.0,,-64.0,,-93.0,5af9b4ea1a6fb44971564e6a,,,,,,,-71.0,-71.0,,,,,-76.0,-75.0,-75.0,-76.0,-69.0,,-74,-74,-69.0,-78.0,-65.0,-60.0,-89.0,-88.0,,,,,,,-85.0,-93,39.47917593294725,-6.342101655900478,5af9b3611a6fb40ea5949fb0
-81.0,-87.0,,-87,-83,,,,-79.0,-79.0,-66.0,-66.0,,,-81.0,,,,,,-67.0,-67.0,-49,,,,-84.0,-85.0,-66.0,-77.0,-56.0,-56.0,-76.0,,-83.0,-77.0,-77.0,-77.0,,-63.0,-90.0,-93.0,5af9b4ed1a6fb44971564e6b,,,,,-74.0,-75.0,-66.0,-66.0,,,,,-82.0,-75.0,-75.0,-76.0,-69.0,,-70,-70,-76.0,-75.0,-63.0,-63.0,-89.0,-88.0,,,,,,,-87.0,-94,39.47917593294725,-6.342101655900478,5af9b3611a6fb40ea5949fb0
-82.0,-89.0,,-91,-83,,,,-69.0,-67.0,-67.0,-67.0,,-84.0,-82.0,,,,,,-60.0,-60.0,-47,,,,-84.0,-81.0,-70.0,-70.0,-56.0,-56.0,,,-77.0,-80.0,-80.0,-80.0,,-71.0,-90.0,,5af9b4f51a6fb44971564e6c,,,,,-80.0,-81.0,-66.0,-66.0,,,,,-78.0,-80.0,,,,,-75,-75,-73.0,-73.0,-65.0,-65.0,,,,,,,,,-84.0,-92,39.47917593294725,-6.342101655900478,5af9b3611a6fb40ea5949fb0
-84.0,-88.0,,-86,-84,,,,-69.0,-67.0,-70.0,-70.0,-90.0,-84.0,-86.0,,,,,,-68.0,-60.0,-47,,,,-87.0,-86.0,-77.0,-70.0,-57.0,-57.0,,,-77.0,-79.0,-78.0,-79.0,,-67.0,,-86.0,5af9b4f71a6fb44971564e6d,,,,,-79.0,-81.0,-67.0,-68.0,,,,,-79.0,-79.0,,,,,-73,-73,-76.0,-76.0,-69.0,-69.0,,,,,,,,,-86.0,-90,39.47917593294725,-6.342101655900478,5af9b3611a6fb40ea5949fb0
-84.0,-88.0,,-86,-84,,,,-69.0,-67.0,-70.0,-70.0,-90.0,-84.0,-86.0,,,,,,-68.0,-60.0,-47,,,,-87.0,-86.0,-77.0,-70.0,-57.0,-57.0,,,-77.0,-79.0,-78.0,-79.0,,-67.0,,-86.0,5af9b4fa1a6fb44971564e6e,,,,,-79.0,-81.0,-67.0,-68.0,,,,,-79.0,-79.0,,,,,-73,-73,-76.0,-76.0,-69.0,-69.0,,,,,,,,,-86.0,-90,39.47917593294725,-6.342101655900478,5af9b3611a6fb40ea5949fb0
-77.0,-88.0,,-86,-82,-87.0,,,,,-70.0,-70.0,-90.0,-84.0,-81.0,,,,,,-68.0,-60.0,-47,,,-90.0,-86.0,-86.0,-77.0,,-59.0,-57.0,-74.0,,-79.0,-74.0,-75.0,-74.0,,-67.0,,-86.0,5af9b4fc1a6fb44971564e6f,,,,,-78.0,-81.0,-68.0,-68.0,,,,,-79.0,-79.0,-78.0,-79.0,,,-70,-70,-76.0,-76.0,-62.0,-63.0,,,,,,,,,-83.0,-93,39.47917593294725,-6.342101655900478,5af9b3611a6fb40ea5949fb0
-77.0,-88.0,,-86,-82,-87.0,,,,,-70.0,-70.0,-90.0,-84.0,-81.0,,,,,,-68.0,-60.0,-47,,,-90.0,-86.0,-86.0,-77.0,,-59.0,-57.0,-74.0,,-79.0,-74.0,-75.0,-74.0,,-67.0,,-86.0,5af9b4fe1a6fb44971564e70,,,,,-78.0,-81.0,-68.0,-68.0,,,,,-79.0,-79.0,-78.0,-79.0,,,-70,-70,-76.0,-76.0,-62.0,-63.0,,,,,,,,,-83.0,-93,39.47917593294725,-6.342101655900478,5af9b3611a6fb40ea5949fb0
-77.0,-88.0,,-87,-83,-87.0,,,,,-69.0,-70.0,-91.0,,-86.0,,,,,,-60.0,-60.0,-48,,,-90.0,-86.0,-86.0,-68.0,,-61.0,-61.0,-70.0,,-71.0,-72.0,-73.0,-73.0,,-62.0,,-90.0,5af9b5001a6fb44971564e71,,,,,-74.0,,-73.0,-73.0,,,-87.0,-86.0,-76.0,-76.0,-78.0,-79.0,-69.0,,-74,-74,-71.0,-71.0,-62.0,-62.0,,,,,,,,,-83.0,-93,39.47917593294725,-6.342101655900478,5af9b3611a6fb40ea5949fb0
-77.0,-88.0,,-87,-83,-87.0,,,,,-69.0,-70.0,-91.0,,-86.0,,,,,,-60.0,-60.0,-48,,,-90.0,-86.0,-86.0,-68.0,,-61.0,-61.0,-70.0,,-71.0,-72.0,-73.0,-73.0,,-62.0,,-90.0,5af9b5011a6fb44971564e72,,,,,-74.0,,-73.0,-73.0,,,-87.0,-86.0,-76.0,-76.0,-78.0,-79.0,-69.0,,-74,-74,-71.0,-71.0,-62.0,-62.0,,,,,,,,,-83.0,-93,39.47917593294725,-6.342101655900478,5af9b3611a6fb40ea5949fb0
-79.0,-86.0,,-87,-81,-87.0,,,,,-69.0,-69.0,-91.0,,-83.0,,,,,,-60.0,-60.0,-49,,-88.0,-87.0,-86.0,,-70.0,,-59.0,-60.0,-71.0,,-71.0,-72.0,-73.0,-73.0,,-66.0,-88.0,-87.0,5af9b5031a6fb44971564e73,,,,,-73.0,-74.0,-70.0,-71.0,,,-87.0,-86.0,-76.0,-76.0,-78.0,-79.0,-68.0,,-77,-77,-71.0,-71.0,-64.0,-62.0,,,,,,,,,-86.0,-93,39.47917593294725,-6.342101655900478,5af9b3611a6fb40ea5949fb0
-84.0,-87.0,,-87,-86,-91.0,,,-75.0,-72.0,-73.0,-72.0,,,-84.0,,-86.0,-85.0,,,-62.0,,-55,,-92.0,-87.0,-85.0,-86.0,-69.0,-69.0,-57.0,-57.0,-66.0,,-68.0,-63.0,-63.0,-64.0,,-57.0,-91.0,-90.0,5af9b50e1a6fb44971564e75,,,,,,,-69.0,-69.0,,,,,-77.0,-77.0,-75.0,-75.0,,,-72,-72,-71.0,-70.0,-69.0,-70.0,-92.0,-90.0,,,,,,,-84.0,-88,39.47915083081766,-6.342035271227359,5af9b50e1a6fb44971564e74
-84.0,-87.0,,-87,-86,-91.0,,,-75.0,-72.0,-73.0,-72.0,,,-84.0,,-86.0,-85.0,,,-62.0,,-55,,-92.0,-87.0,-85.0,-86.0,-69.0,-69.0,-57.0,-57.0,-66.0,,-68.0,-63.0,-63.0,-64.0,,-57.0,-91.0,-90.0,5af9b50f1a6fb44971564e76,,,,,,,-69.0,-69.0,,,,,-77.0,-77.0,-75.0,-75.0,,,-72,-72,-71.0,-70.0,-69.0,-70.0,-92.0,-90.0,,,,,,,-84.0,-88,39.47915083081766,-6.342035271227359,5af9b50e1a6fb44971564e74
-79.0,,,-86,-86,,,,-75.0,-72.0,-74.0,-75.0,-89.0,,-86.0,,-86.0,-85.0,,,-62.0,,-55,,-89.0,-88.0,-85.0,-86.0,,,-72.0,-72.0,-66.0,,-72.0,-70.0,-70.0,-70.0,,-57.0,-91.0,-90.0,5af9b5111a6fb44971564e77,,,,,-83.0,-85.0,-69.0,-69.0,,,,,,,-76.0,-76.0,,,-74,-74,,,-69.0,-69.0,,,,,,,,,-88.0,-89,39.47915083081766,-6.342035271227359,5af9b50e1a6fb44971564e74
-79.0,,,-86,-86,,,,-75.0,-72.0,-74.0,-75.0,-89.0,,-86.0,,-86.0,-85.0,,,-62.0,,-55,,-89.0,-88.0,-85.0,-86.0,,,-72.0,-72.0,-66.0,,-72.0,-70.0,-70.0,-70.0,,-57.0,-91.0,-90.0,5af9b5131a6fb44971564e78,,,,,-83.0,-85.0,-69.0,-69.0,,,,,,,-76.0,-76.0,,,-74,-74,,,-69.0,-69.0,,,,,,,,,-88.0,-89,39.47915083081766,-6.342035271227359,5af9b50e1a6fb44971564e74
-79.0,-87.0,,-87,-85,,,,,,-72.0,-73.0,-89.0,,-87.0,,-86.0,-85.0,,,-70.0,,-55,,-89.0,-88.0,,-85.0,-81.0,,-71.0,-71.0,-66.0,,-74.0,-71.0,-72.0,-71.0,,-53.0,,,5af9b5161a6fb44971564e79,,,,,-78.0,-85.0,-67.0,-67.0,,,,,,-80.0,-76.0,-76.0,,,-73,-73,-75.0,-73.0,-72.0,-72.0,,,,,,,,,-88.0,-90,39.47915083081766,-6.342035271227359,5af9b50e1a6fb44971564e74
-79.0,-87.0,,-89,-84,,,,,,-75.0,-75.0,-91.0,,-86.0,,,,,,-69.0,-70.0,-58,,-89.0,-88.0,-85.0,-85.0,-81.0,,-74.0,-74.0,,-75.0,-76.0,-76.0,-76.0,-76.0,,-51.0,,,5af9b5191a6fb44971564e7a,,,,,-77.0,-76.0,-71.0,-71.0,,,,,-84.0,-80.0,-76.0,-76.0,,,-73,-74,-69.0,-69.0,-75.0,-75.0,,,,,,,,,-88.0,-90,39.47915083081766,-6.342035271227359,5af9b50e1a6fb44971564e74
-79.0,-87.0,,-89,-84,,,,,,-75.0,-75.0,-91.0,,-86.0,,,,,,-69.0,-70.0,-58,,-89.0,-88.0,-85.0,-85.0,-81.0,,-74.0,-74.0,,-75.0,-76.0,-76.0,-76.0,-76.0,,-51.0,,,5af9b51b1a6fb44971564e7b,,,,,-77.0,-76.0,-71.0,-71.0,,,,,-84.0,-80.0,-76.0,-76.0,,,-73,-74,-69.0,-69.0,-75.0,-75.0,,,,,,,,,-88.0,-90,39.47915083081766,-6.342035271227359,5af9b50e1a6fb44971564e74
-82.0,-87.0,,-89,-84,,,,,,-76.0,-75.0,-91.0,-87.0,-86.0,,-90.0,-90.0,,,-69.0,-70.0,-59,,-91.0,,-88.0,-85.0,-81.0,,-66.0,-66.0,-69.0,-69.0,-69.0,-74.0,-74.0,-75.0,,-61.0,,,5af9b51f1a6fb44971564e7c,,,,,-79.0,-78.0,-64.0,-64.0,,,,,-84.0,-80.0,-76.0,-76.0,-79.0,-80.0,-70,-70,-69.0,-69.0,-71.0,-71.0,,,,,,,,,,-93,39.47915083081766,-6.342035271227359,5af9b50e1a6fb44971564e74
-83.0,,,-86,-86,,,,,,-73.0,-73.0,-91.0,-86.0,-85.0,,-90.0,-90.0,,,-66.0,-67.0,-58,,-91.0,,-88.0,-85.0,-77.0,,-72.0,-72.0,-72.0,-73.0,-72.0,-74.0,-74.0,-71.0,,-61.0,,,5af9b5231a6fb44971564e7d,,,,,-81.0,-81.0,-67.0,-68.0,,,-86.0,,-84.0,,-76.0,-76.0,-81.0,-80.0,-72,-72,-75.0,-69.0,-71.0,-71.0,,,,,,,,,-85.0,-88,39.47915083081766,-6.342035271227359,5af9b50e1a6fb44971564e74
-83.0,-82.0,,-89,-85,,,,-78.0,-79.0,-73.0,-72.0,,-85.0,-86.0,,-90.0,-90.0,,,-65.0,-67.0,-57,,-91.0,,-84.0,-85.0,-81.0,-80.0,-70.0,-70.0,-72.0,-73.0,-72.0,-74.0,-74.0,-73.0,,-51.0,,,5af9b5251a6fb44971564e7e,,,,,-80.0,-81.0,-63.0,-64.0,,,-86.0,,,,-76.0,-76.0,-83.0,-80.0,-77,-77,-76.0,,-73.0,-73.0,-91.0,-90.0,,,,,,,-85.0,-89,39.47915083081766,-6.342035271227359,5af9b50e1a6fb44971564e74
-81.0,-82.0,,-87,-86,,,,-74.0,-75.0,-74.0,-74.0,,-88.0,-85.0,,-94.0,,,,-72.0,-72.0,-58,,-91.0,-88.0,-86.0,-85.0,-81.0,-81.0,-70.0,-71.0,-81.0,-78.0,-80.0,-70.0,-69.0,-70.0,,-54.0,,-89.0,5af9b52c1a6fb44971564e7f,,,,,-81.0,-80.0,-68.0,-68.0,,,,,-81.0,-82.0,-78.0,-78.0,-78.0,-76.0,-73,-73,-79.0,,-74.0,-74.0,-90.0,-91.0,,,,,,,-84.0,-90,39.47915083081766,-6.342035271227359,5af9b50e1a6fb44971564e74
